prec,tmin,tmax,rhum,srad,wspd
0,54.248,74.534,59.008,602.833,61.891
0.04,48.956,56.264,90.088,264.592,58.477
0,42.102,66.506,64.531,738.215,62.026
0,45.644,73.472,59.866,689.801,64.872
0,54.356,70.196,81.728,272.042,64.313
0,51.674,67.82,68.663,472.896,63.126
0,51.314,68.648,71.119,448.962,63.119
0,48.002,73.832,63.34,589.775,64.769
0.42,54.266,60.998,91.748,42.053,60.961
0.14,53.078,64.166,91.401,114.114,60.387
0,48.596,77.468,79.707,681.582,64.734
0,63.932,84.794,76.194,571.118,71.11
0,55.67,77.846,76.043,493.35,71.989
0.03,52.736,77.846,67.342,458.471,67.679
0,61.34,82.904,71.693,354.183,67.595
0.03,61.7,80.42,75.642,427.36,70.275
0,59.09,83.84,51.322,429.456,68.568
0,55.202,83.966,53.675,689.009,71.305
0,58.73,84.074,52.71,667.506,74.278
0,60.044,86.558,62.143,670.891,75.382
0,66.056,88.682,68.192,457.297,75.342
0,74.066,93.29,61.83,544.016,77.856
0.82,63.824,82.328,85.487,247.877,72.51
0.23,61.574,82.544,76.837,597.157,74.209
0.07,66.758,81.842,86.991,278.979,72.929
0.14,66.884,87.314,71.661,414.411,73.606
0,68.288,89.15,57.536,690.839,76.856
0.2,67.586,85.622,67.418,451.441,75.95
0,62.528,84.56,54.978,682.301,76.27
0,58.856,78.8,63.874,545.26,73.721
0,54.5,75.596,60.957,594.148,74.089
0,52.61,82.076,54.983,612.313,75.693
0,56.606,82.67,59.551,530.295,76.999
0,56.966,82.544,62.53,556.726,77.463
0,56.264,85.73,57.25,633.236,77.271
0,63.572,85.964,60.573,522.556,78.13
0,68.99,88.322,62.389,570.44,80.46
0,64.886,87.26,73.99,494.272,81.951
0,64.886,89.978,78.289,541.291,83.916
0.04,67.946,89.744,71.886,602.141,84.136
0,63.932,81.824,70.339,651.041,83.791
0,59.918,86.432,60.66,616.477,81.49
0,64.652,91.4,65.035,612.714,81.725
0,71.942,91.76,69.908,399.204,82.695
0.03,66.398,83.84,70.794,399.443,79.888
0,61.214,86.918,67.874,568.166,80.551
0,64.166,87.854,66.987,618.577,82.794
0,65.354,90.572,67.711,609.998,84.623
0,67.226,91.04,65.923,610.015,84.953
0,66.632,89.276,55.397,614.455,87.146
0.03,58.964,82.202,77.243,268.469,77.855
0.09,61.34,88.214,72.257,595.074,81.461
0,62.996,89.636,73.047,554.365,82.975
0,60.278,79.484,74.177,547.481,81.814
0,54.14,83.138,67.808,608.662,82.351
0.38,62.528,85.73,80.788,420.692,80.442
0,53.078,71.708,75.969,574.92,74.097
0,45.986,70.412,65.916,632.623,73.008
0,42.217,75.722,59.323,636.871,74.831
0.01,55.436,62.402,88.264,86.495,68.578
0.02,61.7,74.426,87.786,243.161,71.249
0,57.434,82.076,75.8,519.187,76.465
0.15,55.202,82.67,84.987,311.197,73.65
0.09,62.168,72.302,91.321,292.198,71.41
0,58.136,74.66,76.963,365.867,71.913
0.25,53.672,77.72,81.775,365.421,70.411
0.45,64.742,83.012,86.947,385.073,74.045
0.15,63.806,85.028,80.635,521.827,77.491
0,57.794,80.186,79.014,545.39,78.554
0.12,61.214,74.192,90.085,169.157,72.769
0,60.278,79.358,72.755,554.599,76.47
0.02,58.496,81.374,83.158,338.006,75.495
0,61.448,81.248,83.553,375.648,75.592
0,58.964,80.906,82.449,503.427,78.618
0,57.902,77.702,72.41,461.95,78.001
1.48,54.14,66.074,92.063,106.094,69.466
0.05,57.902,63.23,97.621,85.858,65.431
0,58.388,70.178,88.974,288.848,67.282
0,57.434,76.19,81.454,501.787,71.032
0,54.14,78.656,79.307,525.479,72.885
0,61.808,84.902,80.698,507.03,77.091
0,66.758,88.088,82.747,494.828,80.148
1.45,65.678,87.98,81.291,445.466,81.201
0.44,64.994,82.076,85.75,442.588,78.2
0,66.29,85.028,84.653,450.741,78.516
0.07,71.114,87.746,83.962,407.782,79.359
0,71.348,89.042,79.236,511.108,81.729
0,71.24,89.15,76.273,512.404,83.055
0,71.348,90.698,74.148,505.07,83.826
0,64.886,89.87,79.003,505.998,84.154
0,63.698,91.166,81.506,507.849,83.825
0,68.18,87.746,82.418,490.217,84.81
0.03,66.758,89.636,81.198,467.988,84.827
0.23,57.794,77.144,78.161,509.232,78.596
0,51.674,77.36,70.872,523.07,76.062
0,52.736,83.606,81.124,424.388,75.969
0,64.886,84.074,76.855,369.143,78.641
0.04,65.336,84.56,81.009,276.941,77.213
0,61.934,92.12,75.657,463.7,77.342
0.02,65.462,84.902,88.228,293.03,78.064
0,68.882,87.26,86.103,416.442,81.096
0,66.524,94.352,64.244,448.271,81.704
0,62.15,82.904,76.665,437.941,81.195
0,60.044,85.73,70.249,392.443,78.96
0,55.904,77.504,56.151,466.457,77.092
0,48.83,74.786,66.793,456.654,73.731
0,50.126,73.004,73.718,158.832,69.316
0,57.668,68.18,79.267,253.765,70.521
0,52.61,68.396,79.88,282.099,69.819
0,54.734,67.946,98.49,68.771,66.095
0.01,65.462,89.744,77.629,409.362,74.39
0,51.782,75.506,73.298,201.183,70.811
0.01,44.708,67.352,65.328,444.268,64.277
0,38.685,76.316,64.638,436.417,64.994
0,52.268,82.778,57.773,425.138,68.665
0,51.548,78.206,61.915,356.826,68.292
0.01,54.734,71.348,84.867,274.489,66.663
0,49.298,77.144,76.801,394.37,66.222
0,58.622,85.964,63.626,386.394,69.755
0,66.524,86.432,58.348,296.059,72.613
0.83,45.284,73.958,72.002,384.15,64.504
0,43.533,79.502,51.742,394.758,61.896
0,54.032,83.138,51.235,381.853,66.038
0,53.546,74.894,44.954,393.247,67.72
1.04,52.502,80.204,71.797,162.065,64.715
0.23,55.778,63.698,93.909,134.489,63.012
2.29,40.921,72.194,92.54,86.77,62.661
0.09,37.146,45.878,80.248,154.687,50.238
0.08,40.341,57.686,81.477,127.309,49.644
0,38.093,74.3,60.979,365.976,53.613
0,44.816,77.846,52.69,323.096,57.716
0,49.892,76.55,62.665,349.484,61.292
0,52.97,78.674,67.006,307.058,63.457
0,44.456,75.848,66.682,300.94,64.136
0,38.449,62.762,51.372,351.905,57.45
0,32.545,66.524,53.45,333.594,55.819
3.81,42.937,56.516,93.802,12.236,52.422
0,39.513,50.126,93.218,61.105,49.019
0,34.311,54.482,72.479,325.775,49.393
0,29.354,51.44,86.269,179.129,45.615
0,26.992,51.674,72.505,235.149,45.724
0,33.955,58.622,63.789,285.202,48.354
0,30.882,59.936,67.609,191.421,50.785
0.13,24.627,51.782,81.006,206.333,46.87
0.06,30.178,42.116,97.304,67.139,46.387
0.1,27.941,41.526,96.234,51.829,42.017
0,27.111,46.472,70.862,306.338,42.342
0,23.689,60.278,65.189,284.215,44.086
0,25.929,47.642,66.905,284.199,45.754
0,25.572,70.304,59.318,283.75,46.426
0.07,33.366,45.194,81.541,140.259,45.188
0.18,35.613,43.3,99.306,18.651,44.508
0.09,30.652,40.46,99.908,34.415,44.112
0,26.757,52.736,85.947,230.64,42.467
0,37.029,56.858,80.555,222.937,45.055
0,27.585,57.668,64.766,265.575,44.429
0,33.721,58.856,60.821,196.83,44.481
0,30.409,53.33,66.758,219.665,46.939
,28.407,35.971,90.921,6.059,38.111
,25.219,36.793,95.553,188.259,38.524
,24.508,42.112,79.089,256.958,37.54
,25.218,55.094,71.087,153.394,39.339
,28.044,53.798,68.304,239.516,42.311
,23.679,51.548,72.266,183.637,40.202
,10.094,24.512,78.421,94.888,36.47
,4.532,34.785,64.402,243.264,31.662
,23.806,58.388,59.341,232.756,34.362
,28.056,58.28,75.279,139.424,39.343
,24.271,55.922,78.71,186.145,39.833
,36.203,61.7,62.117,172.186,43.864
,29.818,50.612,78.011,201.723,43.814
,22.978,48.596,75.733,209.35,39.282
,26.757,60.386,54.054,199.498,40.508
,30.76,56.408,60.185,109.064,43.634
,14.936,31.116,82.633,44.033,35.818
,1.22,32.432,67.114,175.163,31.91
,5.954,19.432,70.071,213.026,29.856
,6.188,38.214,63.89,212.031,29.082
,19.783,42.472,72.037,180.234,31.294
,6.548,27.352,71.138,223.989,31.307
,3.362,33.843,67.022,196.057,29.563
,14.342,30.542,76.163,123.627,30.569
,11.516,41.052,76.484,135.648,29.592
,21.324,50.846,72.059,189.921,30.682
,20.97,39.513,78.875,64.76,31.608
,24.508,57.668,66.269,155.984,31.895
,23.207,38.212,92.593,55.34,33.885
,9.032,23.445,90.851,35.376,32.287
,-4.918,9.752,76.148,203.036,28.316
,-10.012,3.83,79.072,203.071,21.9
,-12.982,7.142,77.104,144.55,20.238
,-2.794,13.154,90.43,110.502,25.176
,-9.778,15.908,76.508,208.214,25.778
,3.938,26.884,79.703,128.778,27.158
,-10.372,16.592,76.506,203.949,26.727
,6.548,36.32,79.669,182.588,27.084
,13.172,24.161,95.408,118.727,27.826
,9.266,18.14,91.738,111.17,27.723
,10.562,20.502,91.59,79.906,27.705
,6.314,37.857,87.29,143.033,28.077
,18.248,36.558,71.42,178.405,29.556
,21.213,53.546,62.585,133.511,29.175
,8.33,32.675,87.756,78.597,29.162
,6.188,14.36,87.421,52.252,24.151
,7.502,24.746,87.204,117.304,24.545
,-0.778,14.36,82.281,179.271,22.858
,-10.966,4.658,64.596,199.703,16.786
,-10.246,23.346,83.842,41.033,18.88
,16.484,36.208,84.073,74.69,25.184
,20.383,46.706,66.223,163.627,27.216
,15.53,57.326,60.547,163.664,28.783
,5.252,60.872,61.745,172.528,30.763
,-4.81,7.142,55.319,196.411,24.744
,-0.67,30.558,74.12,52.614,21.869
,3.83,16.718,85.203,102.126,22.093
